Test: fpga13_12_sat.cnf
Options: -print-activity -no-inverting-opt
WARNING: for repeatability, setting FPU to use double precision
============================[ Problem Statistics ]=============================
|                                                                             |
|  Number of symmetries:           32                                         |
|  Number of invertingSyms:         0                                         |
|  Number of variables:           234                                         |
|  Number of clauses:            1242                                         |
|  Parse time:                   0.00 s                                       |
|                                                                             |
============================[ Search Statistics ]==============================
| Conflicts |          ORIGINAL         |          LEARNT          | Progress |
|           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |          |
===============================================================================
ActiveSyms: 32
ActiveSyms: 30
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 30
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 28
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 27
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 25
ActiveSyms: 25
ActiveSyms: 26
ActiveSyms: 29
ActiveSyms: 27
ActiveSyms: 26
ActiveSyms: 26
ActiveSyms: 26
ActiveSyms: 24
ActiveSyms: 24
ActiveSyms: 23
ActiveSyms: 24
ActiveSyms: 24
ActiveSyms: 26
ActiveSyms: 26
ActiveSyms: 24
ActiveSyms: 26
ActiveSyms: 27
ActiveSyms: 30
ActiveSyms: 27
ActiveSyms: 25
ActiveSyms: 24
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 22
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 22
ActiveSyms: 23
ActiveSyms: 24
ActiveSyms: 25
ActiveSyms: 24
ActiveSyms: 25
ActiveSyms: 26
ActiveSyms: 23
ActiveSyms: 28
ActiveSyms: 25
ActiveSyms: 29
ActiveSyms: 28
ActiveSyms: 26
ActiveSyms: 25
ActiveSyms: 24
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 24
ActiveSyms: 22
ActiveSyms: 21
ActiveSyms: 21
ActiveSyms: 22
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 22
ActiveSyms: 21
ActiveSyms: 25
ActiveSyms: 23
ActiveSyms: 24
ActiveSyms: 23
ActiveSyms: 23
ActiveSyms: 25
ActiveSyms: 23
ActiveSyms: 25
ActiveSyms: 24
ActiveSyms: 23
ActiveSyms: 22
ActiveSyms: 22
